sms,label,llm1,llm2,llm3,llm4,llm5,llms_prediction,score
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam,spam,spam,spam,spam,spam,spam,1.0
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,spam,spam,spam,spam,spam,spam,spam,1.0
Ok. So april. Cant wait,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I'm now but have to wait till 2 for the bus to pick me.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Take us out shopping and Mark will distract Isaiah.=D,not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
There is no sense in my foot and penis.,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
Okay but i thought you were the expert,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
S.s:)i thinl role is like sachin.just standing. Others have to hit.,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
"And very importantly, all we discuss is between u and i only.",not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
K..k:)how about your training process?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
In da car park ,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam,spam,spam,spam,spam,spam,spam,1.0
"Dear, take care. I am just reaching home.love u a lot.",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
This is all just creepy and crazy to me.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Ok... I din get ur msg...,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Even if he my friend he is a priest call him now,not spam,spam,spam,spam,spam,not spam,spam,0.8
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,spam,spam,spam,spam,spam,spam,spam,1.0
"Wat time liao, where still got.",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Yes watching footie but worried we're going to blow it - Phil Neville?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I wait 4 Ì_ inside da car park...,not spam,not spam,spam,spam,spam,not spam,spam,0.6
Small problem in auction:)punj now asking tiwary,not spam,spam,spam,spam,not spam,not spam,spam,0.6
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,spam,spam,spam,spam,spam,spam,1.0
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam,spam,spam,spam,spam,spam,spam,1.0
U coming 2 pick me?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,not spam,not spam,spam,spam,spam,not spam,spam,0.6
"Haha better late than ever, any way I could swing by?",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Ok. But i finish at 6.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam,spam,spam,spam,spam,spam,spam,1.0
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,not spam,spam,spam,not spam,not spam,not spam,not spam,0.4
Is ur lecture over?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam,spam,spam,spam,spam,spam,spam,1.0
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),not spam,spam,not spam,spam,spam,not spam,spam,0.6
\SHIT BABE.. THASA BIT MESSED UP.YEH,not spam,spam,spam,spam,spam,spam,spam,1.0
"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",not spam,spam,spam,spam,spam,not spam,spam,0.8
"Sorry,  in meeting I'll call you later",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Yeah but which is worse for i,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,spam,spam,spam,spam,spam,spam,1.0
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,spam,spam,spam,spam,spam,spam,1.0
Ok...,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Havent shopping now lor i juz arrive only,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,not spam,spam,spam,spam,spam,not spam,spam,0.8
I can't describe how lucky you are that I'm actually awake by noon,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam,spam,spam,spam,spam,spam,spam,1.0
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,spam,spam,spam,spam,spam,spam,1.0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Ugh hopefully the asus ppl dont randomly do a reformat.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Haven't seen my facebook, huh? Lol!",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam,spam,spam,spam,spam,spam,spam,1.0
It vl bcum more difficult..,not spam,not spam,not spam,not spam,spam,not spam,not spam,0.2
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,spam,spam,spam,spam,spam,spam,spam,1.0
K k :-):-) then watch some films.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
There the size of elephant tablets & u shove um up ur ass!!,not spam,spam,spam,spam,spam,spam,spam,1.0
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",not spam,spam,spam,spam,spam,not spam,spam,0.8
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,not spam,not spam,spam,spam,spam,not spam,spam,0.6
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam,spam,spam,spam,spam,spam,spam,1.0
X2  &lt;#&gt; . Are you going to get that,not spam,spam,not spam,spam,not spam,not spam,not spam,0.4
UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,spam,spam,spam,spam,spam,spam,spam,1.0
Is ur paper today in e morn or aft?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"I av a new number,  . Wil u only use this one,ta.",not spam,not spam,spam,spam,spam,not spam,spam,0.6
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
No de.am seeing in online shop so that i asked.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
This phone has the weirdest auto correct.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Oops my phone died and I didn't even know. Yeah I like it better.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",not spam,spam,spam,spam,spam,not spam,spam,0.8
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,spam,spam,spam,spam,spam,spam,spam,1.0
Come to mahal bus stop.. &lt;DECIMAL&gt;,not spam,spam,spam,spam,spam,spam,spam,1.0
Its like that hotel dusk game i think. You solve puzzles in a area thing,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam,spam,spam,spam,spam,spam,spam,1.0
Sorry da thangam.it's my mistake.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I need... Coz i never go before ,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",not spam,spam,spam,spam,spam,spam,spam,1.0
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,spam,spam,spam,spam,spam,spam,1.0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,spam,spam,spam,spam,spam,spam,1.0
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Yes, princess. Toledo.",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
Pls accept me for one day. Or am begging you change the number.,not spam,spam,spam,spam,spam,not spam,spam,0.8
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,not spam,spam,spam,spam,spam,not spam,spam,0.8
"Babe, I need your advice",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I can make lasagna for you... vodka...,not spam,spam,spam,spam,spam,not spam,spam,0.8
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,not spam,spam,spam,spam,spam,spam,spam,1.0
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,not spam,not spam,not spam,not spam,spam,not spam,not spam,0.2
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",spam,spam,spam,spam,spam,spam,spam,1.0
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
O shore are you takin the bus,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam,spam,spam,spam,spam,spam,spam,1.0
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
Raviyog Peripherals bhayandar east,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
You have 1 new voicemail. Please call 08719181513.,spam,spam,spam,spam,not spam,spam,spam,0.8
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,not spam,spam,spam,not spam,not spam,not spam,not spam,0.4
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",not spam,spam,spam,spam,not spam,not spam,spam,0.6
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,not spam,not spam,spam,spam,not spam,not spam,not spam,0.4
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,not spam,spam,spam,not spam,spam,not spam,spam,0.6
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",spam,spam,spam,spam,spam,spam,spam,1.0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam,spam,spam,spam,spam,spam,spam,1.0
"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",not spam,not spam,spam,spam,spam,not spam,spam,0.6
Dear good morning how you feeling dear,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam,spam,spam,spam,spam,spam,spam,1.0
